yr,mo,period,Treatment_Number,plot,stake,east,north,species,sex,reprod,vagina,nipples,pregnant,wgt,tag,note2,ltag,note3,note5
2000,11,270,1,2,17,681319.771,3535283.868,NAO,F,,,E,P,200,535,,0,,
2002,3,286,1,2,27,681320.188,3535277.513,NAO,M,,,,,136,786,,0,,
2003,7,302,1,2,27,681320.188,3535277.513,NAO,F,,,,,130,0C107E,*,0,,
2002,6,289,1,2,27,681320.188,3535277.513,NAO,F,,,,,139,790,*,0,,
2008,10,366,1,2,26,681313.751,3535277.325,NAO,F,,,,,,916,,,,E
2008,12,368,1,2,26,681313.751,3535277.325,NAO,F,,,E,,168,913,,914,,
2001,1,272,1,2,26,681313.751,3535277.325,NAO,F,,,E,,158,535,,0,,
2008,2,357,1,2,26,681313.751,3535277.325,NAO,F,,,E,,212,43757E,,,,
2008,9,365,1,2,25,681307.474,3535277.201,NAO,F,,,E,,170,913,,914,,
2009,1,369,1,2,35,681307.488,3535271.816,NAO,F,,,,,164,913,,914,,
2001,1,272,1,2,36,681313.684,3535272.025,NAO,M,,,,,121,240F08,*,0,,
2006,10,341,1,2,37,681320.142,3535272.214,NAO,M,,,,,210,455046,*,0,,
2008,11,367,1,2,37,681320.142,3535272.214,NAO,F,,,E,,170,913,,914,,
2000,2,262,1,2,37,681320.142,3535272.214,NAO,F,,,E,,185,27,,0,,
2001,11,282,1,2,47,681320.378,3535265.086,NAO,F,,,,,119,786,*,0,,
2002,11,293,1,2,46,681313.936,3535264.884,NAO,M,,,,,238,715,,0,,
2002,2,285,1,2,46,681313.936,3535264.884,NAO,M,,,,,120,786,,0,,
2002,3,286,1,2,46,681313.936,3535264.884,NAO,F,,,,,196,764,,0,,
2002,10,292,1,2,45,681307.428,3535263.914,NAO,M,,,,,226,715,,0,,
2007,8,351,1,2,41,681282.798,3535263.925,NAO,F,,,E,,200,43757E,*,,,
2005,12,330,1,2,55,681307.359,3535258.498,NAO,M,,,,,124,213055,*,0,,
2001,8,279,1,2,57,681320.355,3535259.102,NAO,F,,,E,,193,637,,0,,
2001,12,283,1,2,57,681320.355,3535259.102,NAO,F,,,,,126,786,,0,,
2000,1,261,1,2,57,681320.355,3535259.102,NAO,F,,,,,137,586,,0,,
2003,3,298,1,2,57,681320.355,3535259.102,NAO,M,,,,,174,6C5232,*,0,,
2002,12,294,1,2,57,681320.355,3535259.102,NAO,M,,,,,248,715,,0,,
2001,11,282,1,2,57,681320.355,3535259.102,NAO,F,,,,,213,764,*,0,,
2001,4,275,1,2,67,681320.572,3535252.634,NAO,F,,,,,145,637,*,0,,
2002,4,287,1,2,67,681320.572,3535252.634,NAO,F,,,E,,149,,,0,,E
2003,5,300,1,2,64,681301.431,3535252.109,NAO,M,,,,,120,7671,,0,,
2008,6,361,1,2,63,681295.436,3535251.847,NAO,M,,,,,232,455046,,,,
2004,12,319,1,2,62,681289.264,3535251.601,NAO,M,,,,,139,738,,753,,
2004,10,317,1,2,71,681283.161,3535245.256,NAO,F,,,B,,189,1709,,,,
2004,6,313,1,2,71,681283.161,3535245.256,NAO,M,,,,,212,49660C,,0,,
2004,5,312,1,2,71,681283.161,3535245.256,NAO,F,,,E,,186,709,,0,,
2004,2,309,1,2,71,681283.161,3535245.256,NAO,F,,,E,,192,709,,0,,
2007,4,347,1,2,71,681283.161,3535245.256,NAO,M,,,,,250,455046,,,,
2003,12,307,1,2,71,681283.161,3535245.256,NAO,F,,,E,,182,709,,0,,
2003,11,306,1,2,71,681283.161,3535245.256,NAO,M,,,,,168,4E0A73,*,0,,
2003,7,302,1,2,71,681283.161,3535245.256,NAO,F,,,E,,190,709,,0,,
2003,5,300,1,2,71,681283.161,3535245.256,NAO,F,,,E,,192,709,,0,,
2002,12,295,1,2,71,681283.161,3535245.256,NAO,F,,,E,,,709,,0,,
2002,5,288,1,2,71,681283.161,3535245.256,NAO,F,,,,,188,46,,0,,
2009,9,377,1,2,71,681283.161,3535245.256,NAO,F,,,,,172,000913,,000914,,
2008,11,367,1,2,71,681283.161,3535245.256,NAO,F,,,E,,218,926,*,927,*,
2003,5,299,1,2,71,681283.161,3535245.256,NAO,M,,,,,94,7671,*,0,,
2001,5,276,1,2,71,681283.161,3535245.256,NAO,M,,,,,135,605,*,0,,
2008,9,365,1,2,71,681283.161,3535245.256,NAO,M,,,,,244,455046,,,,
2003,3,298,1,2,71,681283.161,3535245.256,NAO,F,,,E,,188,709,,0,,
2009,1,369,1,2,72,681289.665,3535245.266,NAO,M,,,,,252,455046,,,,
2001,10,281,1,2,72,681289.665,3535245.266,NAO,F,J,,,,72,372268,*,0,,
2008,1,356,1,2,72,681289.665,3535245.266,NAO,M,,,,,266,455046,,,,
2007,2,345,1,2,72,681289.665,3535245.266,NAO,M,,,,,240,455046,,,,
2003,10,305,1,2,72,681289.665,3535245.266,NAO,F,,,E,,186,709,,0,,
2002,1,284,1,2,72,681289.665,3535245.266,NAO,,,,,,,,,,,E
2003,5,299,1,2,72,681289.665,3535245.266,NAO,F,,,E,,186,709,,0,,
2004,1,308,1,2,72,681289.665,3535245.266,NAO,F,,,E,,170,709,,0,,
2008,6,362,1,2,72,681289.665,3535245.266,NAO,M,,,,,212,455046,,,,
2005,1,320,1,2,72,681289.665,3535245.266,NAO,F,,,,,150,746,,740,,
2008,3,358,1,2,72,681289.665,3535245.266,NAO,M,,,,,264,455046,,,,
2001,3,274,1,2,72,681289.665,3535245.266,NAO,F,,,B,P,252,535,,0,,
2007,12,355,1,2,72,681289.665,3535245.266,NAO,M,,,,,254,455046,,,,
2000,2,262,1,2,72,681289.665,3535245.266,NAO,F,,,E,,144,535,*,0,,
2009,2,370,1,2,72,681289.665,3535245.266,NAO,M,,,,,248,455046,,,,
2008,5,360,1,2,72,681289.665,3535245.266,NAO,M,,,,,234,455046,,,,
2009,7,375,1,2,73,681295.364,3535245.413,NAO,F,,,,,176,000913,,000914,,
2004,4,311,1,2,73,681295.364,3535245.413,NAO,F,,,E,,204,709,,0,,
2004,6,313,1,2,73,681295.364,3535245.413,NAO,F,,,E,,207,709,,0,,
2001,12,283,1,2,73,681295.364,3535245.413,NAO,F,,,,,198,764,,0,,
2000,11,270,1,2,73,681295.364,3535245.413,NAO,M,,,,,228,639,,0,,
2005,1,320,1,2,73,681295.364,3535245.413,NAO,M,,,,,166,738,,753,,
2000,1,261,1,2,73,681295.364,3535245.413,NAO,M,,,,,265,597,,490,,
2008,10,366,1,2,73,681295.364,3535245.413,NAO,M,,,,,252,455046,,,,
2008,11,367,1,2,73,681295.364,3535245.413,NAO,M,,,,,256,455046,,,,
2007,11,354,1,2,74,681301.634,3535245.835,NAO,M,,,,,262,455046,,,,
2007,5,348,1,2,74,681301.634,3535245.835,NAO,M,,,,,228,455046,,,,
2009,8,376,1,2,75,681307.824,3535246.046,NAO,M,,,,,252,000956,,000919,,
2009,3,371,1,2,75,681307.824,3535246.046,NAO,M,,,,,248,455046,,,,
2008,2,357,1,2,75,681307.824,3535246.046,NAO,M,,,,,268,455046,,,,
2002,4,287,1,2,76,681314.023,3535246.039,NAO,F,,,,,190,,,,,E
2000,2,262,1,2,76,681314.023,3535246.039,NAO,,,,,,183,,,,,E
2000,3,263,2,3,31,681356.749,3535272.744,NAO,F,,,E,,171,27,,0,,
2007,9,352,3,5,37,681546.078,3535285.424,NAO,F,,,E,,200,,,,,R
2007,11,354,3,5,57,681546.357,3535272.758,NAO,F,,,E,,270,,,,,R
2009,4,372,3,5,77,681546.502,3535260.344,NAO,F,,,E,,174,,,,,R
2002,2,285,2,6,17,681620.994,3535310.521,NAO,F,,,E,,180,,,0,,E
2008,3,358,2,6,66,681614.035,3535278.322,NAO,F,,E,,,240,916,*,917,*,
2007,10,353,2,6,64,681601.707,3535277.891,NAO,M,,,,,258,922,*,923,*,
2007,5,348,2,6,61,681583.017,3535277.331,NAO,F,,,,,162,,,,,
2001,10,281,2,6,77,681621.089,3535272.045,NAO,M,,,,,178,,,0,,
2002,3,286,2,6,77,681621.089,3535272.045,NAO,F,,,,,188,119,*,0,,
2002,7,290,2,6,77,681621.089,3535272.045,NAO,,,,,,,,,,,E
2002,7,290,3,24,15,681710.667,3535257.747,NAO,F,,,,,90,,,0,,R
2003,3,297,3,24,17,681723.411,3535258.43,NAO,M,,,,,191,,,0,,R
2002,10,292,3,24,17,681723.411,3535258.43,NAO,M,,,,,194,,,0,,R
2001,8,279,3,24,17,681723.411,3535258.43,NAO,M,,,,,171,,,0,,R
2001,10,281,3,24,17,681723.411,3535258.43,NAO,M,,,,,187,613,,0,,
2001,9,280,3,24,17,681723.411,3535258.43,NAO,M,,,,,185,,,0,,R
2007,11,354,3,24,25,681710.949,3535251.435,NAO,M,,,,,270,734464,,,,R
2005,6,324,3,24,31,681685.694,3535244.007,NAO,F,,,E,,,607613,*,0,,R
2007,10,353,3,24,35,681711.16,3535245.455,NAO,M,,,,,192,,,,,R
2002,7,290,3,24,57,681724.239,3535233.944,NAO,,,,,,,,,,,R
2007,11,354,3,24,57,681724.239,3535233.944,NAO,F,,,E,,178,,,,,R
2001,9,280,3,24,67,681724.559,3535227.806,NAO,M,,,,,197,613,,0,,R
2009,5,373,3,24,76,681718.05,3535221.131,NAO,F,,,E,,170,,,,,R
2003,9,304,3,24,77,681724.764,3535221.633,NAO,F,,,,,137,63382D,*,0,,R
2001,7,278,1,9,17,681427.418,3535173.312,NAO,,J,,,,95,5A5E28,*,0,,
2005,7,325,1,9,71,681389.746,3535135.123,NAO,M,,,,,120,6C0F29,*,0,,
2007,10,353,1,11,27,681577.209,3535193.069,NAO,M,,,,,186,921,*,920,*,
2008,4,359,1,11,77,681578.107,3535161.537,NAO,M,,,,,188,921,,915,,
2000,7,267,1,12,11,681614.849,3535213.9,NAO,,,,,,175,,,,,E
2007,8,351,1,12,16,681645.755,3535215.053,NAO,F,,,E,,172,0C7B55,,,,
2007,11,354,1,12,17,681651.821,3535215.389,NAO,M,,,,,240,4A3D3A,,,,
2007,3,346,1,12,17,681651.821,3535215.389,NAO,F,,,E,,146,,,,,
2006,12,343,1,12,17,681651.821,3535215.389,NAO,M,,,,,204,734464,*,0,,
2009,4,372,1,12,27,681651.967,3535209.041,NAO,F,J,,,,64,000952,*,000951,*,
2003,6,301,1,12,24,681633.226,3535208.705,NAO,F,,,B,,182,634,,0,,
2001,5,276,1,12,23,681627.277,3535208.25,NAO,F,,,,,204,623,,0,,
2008,9,365,1,12,23,681627.277,3535208.25,NAO,F,,,,,156,902,,901,,
2001,3,274,1,12,23,681627.277,3535208.25,NAO,F,,,E,P,207,623,,0,,E
2008,11,367,1,12,23,681627.277,3535208.25,NAO,F,,,,,142,902,,901,,
2008,8,364,1,12,23,681627.277,3535208.25,NAO,F,,,,,142,902,,901,,
2007,6,349,1,12,23,681627.277,3535208.25,NAO,M,,,,,244,637617,,,,
2003,2,296,1,12,23,681627.277,3535208.25,NAO,F,,,E,,190,634,,767,,
2003,11,306,1,12,23,681627.277,3535208.25,NAO,M,,,,,204,330D19,*,0,,
2008,5,360,1,12,23,681627.277,3535208.25,NAO,M,,,,,222,4A3D3A,,,,
2003,2,296,1,12,22,681620.722,3535208.02,NAO,F,J,,,,76,220A1C,*,0,,
2007,2,345,1,12,22,681620.722,3535208.02,NAO,M,,,,,246,,,,,
2007,12,355,1,12,22,681620.722,3535208.02,NAO,M,,,,,260,4A3D3A,,,,
2004,2,309,1,12,22,681620.722,3535208.02,NAO,M,,,,,150,49660C,,0,,
2002,12,295,1,12,22,681620.722,3535208.02,NAO,F,,,E,,200,634,,767,,
2002,11,293,1,12,22,681620.722,3535208.02,NAO,F,,,B,,188,764,,0,,
2001,11,282,1,12,22,681620.722,3535208.02,NAO,M,,,,,280,702,*,0,,
2009,5,373,1,12,22,681620.722,3535208.02,NAO,F,,,E,,160,000902,,000901,,
2003,3,297,1,12,22,681620.722,3535208.02,NAO,F,,,E,,182,634,,0,,
2006,1,332,1,12,22,681620.722,3535208.02,NAO,M,,,,,216,637617,*,0,,
2002,10,292,1,12,21,681614.784,3535207.545,NAO,F,,,E,,200,764,,0,,
2002,7,290,1,12,31,681614.822,3535200.991,NAO,F,,,E,,164,763,*,0,,
2001,6,277,1,12,31,681614.822,3535200.991,NAO,F,J,,,,,,,,,E
2000,8,268,1,12,31,681614.822,3535200.991,NAO,F,,,E,,173,623,,0,,
2007,10,353,1,12,31,681614.822,3535200.991,NAO,M,,,,,220,4A3D3A,,,,
2003,7,302,1,12,31,681614.822,3535200.991,NAO,F,,,E,,206,634,,0,,
2002,12,294,1,12,31,681614.822,3535200.991,NAO,F,,,E,,212,634,,0,,
2007,8,351,1,12,31,681614.822,3535200.991,NAO,M,,,,,214,4A3D3A,*,,,
2009,2,370,1,12,31,681614.822,3535200.991,NAO,F,,,,,168,902,,901,,
2009,6,374,1,12,31,681614.822,3535200.991,NAO,F,,,,,166,000902,,000901,,
2008,6,361,1,12,32,681621.092,3535200.895,NAO,M,,,,,214,4A3D3A,,,,
2000,12,271,1,12,32,681621.092,3535200.895,NAO,F,,,E,,212,623,,0,,
2009,1,369,1,12,32,681621.092,3535200.895,NAO,F,,,,,140,902,,901,,
2001,6,277,1,12,33,681627.236,3535201.733,NAO,F,,,E,,221,623,,0,,
2000,9,269,1,12,33,681627.236,3535201.733,NAO,F,,,E,,164,623,,0,,
2009,4,372,1,12,35,681639.678,3535202.642,NAO,F,,,E,,154,000902,,000901,,
2007,6,349,1,12,37,681652.017,3535203.27,NAO,F,,,,,202,0C7B55,*,,,
2003,5,299,1,12,47,681652.335,3535196.674,NAO,,,,,,,634,,0,,E
2007,7,350,1,12,47,681652.335,3535196.674,NAO,F,,,E,,164,0C7B55,,,,
2007,2,345,1,12,47,681652.335,3535196.674,NAO,F,,,,,146,,,,,
2003,8,303,1,12,46,681646.031,3535196.461,NAO,M,J,,,,58,2D5F69,*,0,,
2003,3,298,1,12,45,681639.657,3535196.145,NAO,F,,,E,,184,634,,767,,
2002,9,291,1,12,45,681639.657,3535196.145,NAO,F,,,E,,210,764,*,0,,
2005,11,329,1,12,42,681621,3535195.56,NAO,M,,,,,,,,0,,
2000,4,264,1,12,41,681614.727,3535194.917,NAO,F,,,E,,,623,,0,,
2000,6,265,1,12,51,681615.189,3535188.338,NAO,,,,,,,,,,,E
2006,11,342,1,12,57,681652.362,3535190.224,NAO,,,,,,132,,,,,E
2009,3,371,1,12,57,681652.362,3535190.224,NAO,F,,,E,,168,000902,,000901,,
2000,11,270,1,12,66,681646.111,3535183.996,NAO,F,,,,,190,623,,0,,
2007,5,348,1,12,77,681652.419,3535177.117,NAO,F,,,E,,164,,,,,
2008,3,358,2,19,14,681690.48,3535132.752,NAO,F,,,,,188,0C7B55,,,,
2007,11,354,2,19,14,681690.48,3535132.752,NAO,,,,,,,,,,,E
2009,5,373,2,19,14,681690.48,3535132.752,NAO,M,,,,,206,000954,*,000953,*,
2008,11,367,2,19,14,681690.48,3535132.752,NAO,F,,,,,184,0C7B55,,,,
2008,5,360,2,19,24,681691.109,3535126.823,NAO,F,,,E,,176,0C7B55,,,,
2008,6,361,2,19,34,681691.493,3535120.402,NAO,F,,,,,96,902,*,901,*,E
2008,2,357,2,19,34,681691.493,3535120.402,NAO,F,,,,,208,0C7B55,,,,
2008,10,366,2,19,35,681697.758,3535120.571,NAO,F,,,,,184,0C7B55,,,,
2008,6,361,2,19,35,681697.758,3535120.571,NAO,F,,,,,172,0C7B55,,,,
2008,6,362,2,19,35,681697.758,3535120.571,NAO,F,,,,,180,0C7B55,,,,
2008,9,365,2,19,35,681697.758,3535120.571,NAO,F,,,,,184,0C7B55,,,,
2007,11,354,2,19,37,681710.07,3535121.002,NAO,F,,,,,140,0A2914,,,,
2007,10,353,2,19,37,681710.07,3535121.002,NAO,F,,,,,148,0A2914,,,,
2008,1,356,2,19,47,681710.777,3535114.863,NAO,,,,,,,,,,,E
2009,3,371,2,19,45,681698.259,3535114.49,NAO,F,,,,,182,0C7B55,,,,
2008,4,359,2,19,45,681698.259,3535114.49,NAO,F,,,E,,196,0C7B55,,,,
2009,4,372,2,19,44,681691.912,3535114.365,NAO,F,,,,,176,0C7B55,,,,
2007,9,352,2,19,65,681699.256,3535101.627,NAO,M,,,,,134,0A2914,*,,,
2003,5,300,2,18,37,681643.136,3535083.474,NAO,F,,,E,,191,742,,0,,
2003,6,301,2,18,37,681643.136,3535083.474,NAO,M,,,,,130,2B6012,*,0,,
2003,3,297,2,18,37,681643.136,3535083.474,NAO,F,,,,,175,742,,0,,
2002,12,295,2,18,37,681643.136,3535083.474,NAO,F,,,,,150,742,,0,,
2004,1,308,2,18,47,681643.14,3535076.871,NAO,M,,,,,142,49660C,*,0,,
2003,3,298,2,18,47,681643.14,3535076.871,NAO,F,,,E,,150,742,,0,,
2003,8,303,2,18,56,681637.476,3535070.203,NAO,M,,,,,152,2B6012,,0,,
2002,12,294,2,18,57,681643.309,3535070.835,NAO,F,,,,,154,742,*,0,,
2008,6,362,2,18,65,681630.84,3535064.063,NAO,M,,,,,170,903,*,904,,
2002,4,287,1,17,64,681550.005,3535061.635,NAO,F,,,E,,174,703,,0,,
2002,9,291,1,17,62,681537.427,3535061.102,NAO,M,,,,,162,711,*,0,,
2002,2,285,1,17,62,681537.427,3535061.102,NAO,F,,,E,,154,703,,0,,
2001,11,282,1,17,61,681531.171,3535060.798,NAO,F,,,E,,158,703,*,0,,
2002,10,292,1,17,72,681537.45,3535054.918,NAO,M,,,,,200,711,,0,,
2003,7,302,1,17,72,681537.45,3535054.918,NAO,M,,,,,118,0B3509,*,0,,
2001,12,283,1,17,72,681537.45,3535054.918,NAO,F,,,,,156,703,,0,,
2001,5,276,1,17,72,681537.45,3535054.918,NAO,M,,,,,127,636,*,0,,
2002,5,288,1,17,75,681556.486,3535055.869,NAO,M,,,,,169,669,,0,,
2001,11,282,1,14,35,681329.695,3535068.306,NAO,,,,,,184,,,,,E
2008,6,362,1,14,47,681342.203,3535062.83,NAO,F,,,E,,120,907,,906,,
2001,5,276,1,14,45,681329.965,3535061.79,NAO,M,,,,,80,660,*,0,,
2008,7,363,1,14,55,681330.349,3535056.118,NAO,F,,,E,,129,905,,906,,
2002,6,289,1,14,55,681330.349,3535056.118,NAO,M,,,,,203,660,,0,,
2008,5,360,1,14,55,681330.349,3535056.118,NAO,F,,,,,86,907,*,906,*,
2002,2,285,1,14,55,681330.349,3535056.118,NAO,M,,,,,222,660,,0,,
2001,10,281,1,14,65,681329.963,3535049.507,NAO,M,,,,,174,660,,0,,
2001,7,278,2,15,34,681398.168,3535071.895,NAO,F,,,E,,146,644,*,0,,
2007,9,352,2,15,34,681398.168,3535071.895,NAO,M,,,,,150,747117,*,,,
2003,3,298,2,15,61,681379.818,3535052.074,NAO,F,,,E,,166,3E4251,,0,,
2009,11,379,3,16,12,681460.421,3535089.39,NAO,F,,,,,174,,,,,R
2002,3,286,2,21,27,681570.407,3535013.114,NAO,F,,,,,168,703,,0,,
2003,5,299,2,20,11,681458.719,3535005.791,NAO,F,J,,,,76,663F51,*,0,,
2003,3,298,2,20,11,681458.719,3535005.791,NAO,F,,,E,,172,658,,0,,
2003,5,300,2,20,11,681458.719,3535005.791,NAO,F,J,,,,90,663F51,,0,,
2008,4,359,2,20,11,681458.719,3535005.791,NAO,F,,,E,,170,924,,925,,
2003,2,296,2,20,11,681458.719,3535005.791,NAO,F,,,R,,136,3E4251,,0,,
2008,5,360,2,20,11,681458.719,3535005.791,NAO,F,,,E,,102,483101,,,,
2008,11,367,2,20,11,681458.719,3535005.791,NAO,F,,,,,182,483101,,,,
2007,11,354,2,20,11,681458.719,3535005.791,NAO,F,,,,,118,924,,925,,
2006,7,338,2,20,11,681458.719,3535005.791,NAO,F,,,E,,190,68655A,,0,,
2006,3,334,2,20,11,681458.719,3535005.791,NAO,F,,,E,P,180,68655A,*,0,,
2000,1,261,2,20,11,681458.719,3535005.791,NAO,F,,,E,,174,576,,0,,
2008,9,365,2,20,11,681458.719,3535005.791,NAO,F,,,E,,176,483101,,,,
2009,7,375,2,20,11,681458.719,3535005.791,NAO,M,,,,,153,000949,*,000948,*,
2004,5,312,2,20,11,681458.719,3535005.791,NAO,F,,,E,,180,658,,0,,
2004,4,311,2,20,11,681458.719,3535005.791,NAO,M,,,,,98,300F1B,*,0,,
2001,3,273,2,20,11,681458.719,3535005.791,NAO,M,,,,,109,613,*,0,,
2008,3,358,2,20,11,681458.719,3535005.791,NAO,F,,,,,162,924,,925,,
2001,4,275,2,20,11,681458.719,3535005.791,NAO,F,,,E,,218,0D4259,,0,,
2009,1,369,2,20,11,681458.719,3535005.791,NAO,F,,,,,142,974,,,,D
2009,9,377,2,20,11,681458.719,3535005.791,NAO,M,,,,,162,000949,,000948,,
2000,3,263,2,20,12,681464.618,3535005.8,NAO,F,,,E,,160,588,*,0,,
2002,12,295,2,20,12,681464.618,3535005.8,NAO,F,,,,,148,3E4251,*,0,,
2003,5,299,2,20,12,681464.618,3535005.8,NAO,F,,,E,,176,658,,0,,
2002,3,286,2,20,12,681464.618,3535005.8,NAO,F,,,,,204,658,,0,,
2003,5,300,2,20,12,681464.618,3535005.8,NAO,M,,,,,234,1B434F,*,0,,
2008,6,361,2,20,12,681464.618,3535005.8,NAO,F,,,,,178,483101,,,,
2003,10,305,2,20,12,681464.618,3535005.8,NAO,F,,,E,,182,658,,0,,
2008,4,359,2,20,12,681464.618,3535005.8,NAO,F,,,E,,178,483101,,,,
2001,5,276,2,20,13,681470.943,3535006.002,NAO,F,,,E,,205,588,,0,,
2003,5,300,2,20,13,681470.943,3535006.002,NAO,M,J,,,,94,1A7800,*,0,,
2000,6,265,2,20,13,681470.943,3535006.002,NAO,F,,,E,,170,588,,0,,
2000,7,266,2,20,13,681470.943,3535006.002,NAO,F,,,E,,174,588,,0,,
2009,1,369,2,20,13,681470.943,3535006.002,NAO,F,,,,,198,483101,,,,
2003,7,302,2,20,13,681470.943,3535006.002,NAO,F,,,E,,195,658,,0,,
2001,9,280,2,20,14,681477.193,3535006.213,NAO,F,,,,,191,588,,0,,
2002,9,291,2,20,14,681477.193,3535006.213,NAO,F,,,B,,202,658,,0,,
2009,3,371,2,20,16,681490.599,3535006.5,NAO,F,,,E,,188,483101,,,,
2008,5,360,2,20,16,681490.599,3535006.5,NAO,M,,,,,80,909,*,910,*,
2002,10,292,2,20,17,681495.763,3535006.396,NAO,F,,,E,,190,658,,0,,
2003,3,298,2,20,17,681495.763,3535006.396,NAO,F,,,E,,160,3E4251,,0,,
2001,5,276,2,20,17,681495.763,3535006.396,NAO,M,,,,,115,617,*,0,,
2001,11,282,2,20,17,681495.763,3535006.396,NAO,F,,,,,96,588,,0,,
2003,3,298,2,20,27,681496.296,3535000.383,NAO,M,,,,,258,1B434F,*,0,,
2003,6,301,2,20,27,681496.296,3535000.383,NAO,F,,,E,,191,658,,0,,
2002,6,289,2,20,27,681496.296,3535000.383,NAO,F,,,,,164,658,,0,,
2002,4,287,2,20,21,681458.925,3534999.45,NAO,F,,,E,,170,658,,0,,
2009,8,376,2,20,21,681458.925,3534999.45,NAO,M,,,,,158,000949,,000948,,
2000,4,264,2,20,21,681458.925,3534999.45,NAO,F,,,,,,576,,0,,
2005,6,324,2,20,21,681458.925,3534999.45,NAO,F,,,B,,194,6B4F5F,,0,,
2000,9,269,2,20,21,681458.925,3534999.45,NAO,F,,,,,184,588,,0,,
2001,5,276,2,20,21,681458.925,3534999.45,NAO,F,,,E,,200,0D4259,,0,,
